System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
15:41:23.081, 0.000, 0.670, 0.614, 0.104, 0.020, 1017, 1804, 0, 37, 40, 44, 30, 10.214, 7.828, 12.594, 10.000
15:41:24.116, 1.035, 0.016, 0.016, 0.068, 0.000, 972, 658, 0, 37, 40, 44, 30, 8.010, 6.068, 9.951, 9.000
15:41:25.095, 2.014, 0.134, 0.130, 0.096, 0.000, 1194, 846, 0, 37, 40, 44, 30, 11.338, 11.480, 11.196, 1.000
15:41:26.101, 3.020, 0.062, 0.062, 0.086, 0.000, 1188, 659, 0, 37, 40, 44, 30, 11.041, 12.531, 9.548, 20.000
15:41:27.101, 4.020, 0.184, 0.184, 0.106, 0.000, 1365, 779, 0, 37, 40, 44, 30, 15.901, 17.413, 14.392, 2.000
15:41:28.111, 5.030, 0.134, 0.076, 0.096, 0.010, 1003, 864, 0, 37, 40, 44, 30, 11.524, 13.861, 9.181, 1.000
15:41:29.138, 6.056, 1.034, 1.000, 0.200, 0.034, 1571, 1352, 0, 37, 40, 44, 30, 23.329, 22.871, 23.786, 29.000
15:41:30.164, 7.083, 0.356, 0.336, 0.146, 0.020, 1304, 820, 0, 40, 47, 59, 30, 24.741, 27.649, 21.818, 28.000
15:41:31.134, 8.053, 0.222, 0.192, 0.156, 0.030, 1127, 659, 0, 40, 47, 59, 30, 24.969, 39.753, 10.149, 8.000
15:41:32.129, 9.048, 0.070, 0.070, 0.098, 0.000, 1093, 642, 0, 40, 47, 59, 30, 17.024, 24.181, 9.848, 3.000
15:41:33.133, 10.052, 0.108, 0.100, 0.112, 0.008, 1016, 941, 0, 40, 47, 59, 30, 15.889, 21.519, 10.302, 6.000
15:41:34.138, 11.057, 0.096, 0.092, 0.122, 0.004, 1012, 711, 0, 38, 40, 43, 30, 18.509, 26.617, 10.422, 2.000
15:41:35.123, 12.042, 0.172, 0.170, 0.114, 0.002, 1144, 777, 0, 38, 40, 43, 30, 17.728, 23.500, 11.970, 3.000
15:41:36.107, 13.026, 0.072, 0.072, 0.098, 0.000, 1001, 670, 0, 38, 40, 43, 30, 16.562, 21.608, 11.529, 7.000
15:41:37.121, 14.040, 0.082, 0.078, 0.100, 0.004, 1002, 703, 0, 38, 40, 43, 30, 15.955, 22.250, 9.596, 2.000
15:41:38.126, 15.044, 0.112, 0.110, 0.120, 0.002, 1014, 742, 0, 37, 40, 42, 30, 19.451, 28.000, 10.945, 2.000
15:41:39.128, 16.047, 0.076, 0.076, 0.098, 0.000, 980, 818, 0, 37, 40, 42, 30, 15.528, 20.844, 10.199, 11.000
15:41:40.116, 17.035, 0.100, 0.100, 0.106, 0.000, 1095, 787, 0, 37, 40, 42, 30, 16.080, 21.303, 10.831, 3.000
15:41:41.116, 18.035, 0.146, 0.130, 0.116, 0.016, 1033, 830, 0, 37, 40, 42, 30, 16.960, 22.980, 11.000, 3.000
15:41:42.133, 19.052, 0.134, 0.108, 0.104, 0.000, 1028, 731, 0, 39, 41, 44, 30, 16.273, 22.333, 10.199, 2.000
15:41:43.117, 20.036, 0.110, 0.110, 0.102, 0.000, 1019, 704, 0, 39, 41, 44, 30, 16.395, 22.055, 10.750, 3.000
15:41:44.119, 21.038, 0.120, 0.114, 0.108, 0.006, 1012, 730, 0, 39, 41, 44, 30, 16.438, 22.333, 10.500, 7.000
15:41:45.109, 22.027, 0.120, 0.104, 0.116, 0.016, 1146, 676, 0, 39, 41, 44, 30, 16.833, 20.500, 13.184, 24.000
15:41:46.117, 23.036, 0.248, 0.232, 0.120, 0.016, 1612, 876, 0, 39, 40, 42, 30, 15.763, 18.892, 12.626, 4.000
15:41:47.092, 24.011, 0.120, 0.114, 0.100, 0.006, 1578, 678, 0, 39, 40, 42, 30, 13.092, 16.000, 10.199, 5.000
15:41:48.105, 25.024, 0.134, 0.078, 0.100, 0.000, 998, 704, 0, 39, 40, 42, 30, 14.768, 19.750, 9.774, 1.000
15:41:49.088, 26.007, 0.276, 0.268, 0.118, 0.008, 1612, 877, 0, 39, 40, 42, 30, 19.748, 22.613, 16.877, 23.000
15:41:50.093, 27.012, 0.032, 0.032, 0.082, 0.000, 972, 652, 0, 39, 42, 50, 30, 10.973, 11.692, 10.250, 3.000
