System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
16:20:14.050, 0.000, 0.598, 0.578, 0.094, 0.020, 1038, 1665, 0, 39, 41, 44, 30, 11.794, 10.050, 13.534, 7.000
16:20:15.076, 1.026, 0.158, 0.152, 0.104, 0.006, 1269, 757, 0, 39, 41, 44, 30, 11.043, 10.539, 11.548, 6.000
16:20:16.077, 2.027, 0.160, 0.160, 0.108, 0.000, 1397, 818, 0, 39, 41, 44, 30, 13.425, 14.610, 12.250, 4.000
16:20:17.073, 3.023, 0.036, 0.036, 0.078, 0.000, 972, 765, 0, 39, 41, 44, 30, 8.897, 8.250, 9.548, 9.000
16:20:18.068, 4.018, 0.030, 0.030, 0.078, 0.000, 972, 658, 0, 38, 41, 43, 30, 8.931, 8.060, 9.799, 0.000
16:20:19.076, 5.026, 0.050, 0.050, 0.086, 0.000, 1016, 657, 0, 38, 41, 43, 30, 10.889, 12.030, 9.750, 1.000
16:20:20.214, 6.164, 4.830, 4.288, 0.308, 0.028, 1520, 2628, 0, 38, 41, 43, 30, 37.961, 37.149, 38.780, 33.000
16:20:21.142, 7.092, 0.250, 0.244, 0.124, 0.006, 1181, 819, 0, 38, 41, 43, 30, 22.423, 25.419, 19.444, 21.000
16:20:22.123, 8.073, 0.118, 0.098, 0.116, 0.020, 1038, 740, 0, 40, 42, 43, 30, 17.268, 25.000, 9.536, 14.000
16:20:23.126, 9.076, 0.068, 0.068, 0.096, 0.000, 972, 646, 0, 40, 42, 43, 30, 15.452, 22.306, 8.564, 0.000
16:20:24.116, 10.066, 0.066, 0.066, 0.096, 0.000, 972, 652, 0, 40, 42, 43, 30, 15.220, 21.411, 9.045, 1.000
16:20:25.089, 11.039, 0.274, 0.274, 0.152, 0.000, 1790, 672, 0, 40, 42, 43, 30, 21.212, 32.911, 9.572, 1.000
16:20:26.086, 12.036, 0.250, 0.232, 0.162, 0.018, 1522, 744, 0, 39, 42, 44, 30, 22.181, 32.426, 11.911, 11.000
16:20:27.102, 13.052, 0.162, 0.154, 0.134, 0.008, 1283, 639, 0, 39, 42, 44, 30, 21.348, 30.424, 12.250, 11.000
16:20:28.100, 14.050, 0.148, 0.148, 0.122, 0.000, 1242, 709, 0, 39, 42, 44, 30, 20.200, 30.250, 10.199, 0.000
16:20:29.115, 15.066, 0.118, 0.118, 0.118, 0.000, 1125, 651, 0, 39, 42, 44, 30, 20.574, 31.841, 9.250, 1.000
16:20:30.144, 16.094, 0.070, 0.070, 0.108, 0.000, 979, 649, 0, 39, 41, 44, 30, 18.114, 26.866, 9.406, 1.000
16:20:31.122, 17.072, 0.134, 0.076, 0.112, 0.000, 972, 641, 0, 39, 41, 44, 30, 17.933, 26.303, 9.500, 1.000
16:20:32.137, 18.087, 0.202, 0.180, 0.138, 0.022, 1097, 1203, 0, 39, 41, 44, 30, 17.884, 25.570, 10.276, 8.000
16:20:33.144, 19.094, 2.012, 1.762, 0.196, 0.016, 1233, 1364, 0, 39, 41, 44, 30, 29.323, 40.351, 18.296, 12.000
16:20:34.120, 20.070, 0.082, 0.082, 0.130, 0.000, 972, 644, 0, 39, 41, 43, 30, 22.710, 32.250, 13.098, 0.000
16:20:35.166, 21.116, 0.134, 0.084, 0.112, 0.000, 991, 665, 0, 39, 41, 43, 30, 18.804, 28.429, 9.204, 2.000
16:20:36.146, 22.096, 0.072, 0.072, 0.106, 0.000, 972, 651, 0, 39, 41, 43, 30, 16.334, 23.691, 8.978, 1.000
16:20:37.081, 23.031, 0.344, 0.316, 0.140, 0.028, 1148, 1223, 0, 39, 41, 43, 30, 16.749, 20.844, 12.655, 9.000
16:20:38.260, 24.210, 0.106, 0.094, 0.134, 0.012, 1061, 650, 0, 42, 44, 47, 30, 27.470, 31.957, 22.993, 22.000
16:20:39.097, 25.047, 0.176, 0.172, 0.114, 0.004, 1425, 771, 0, 42, 44, 47, 30, 20.000, 26.023, 13.994, 29.000
16:20:40.138, 26.088, 0.068, 0.068, 0.090, 0.000, 1137, 678, 0, 42, 44, 47, 30, 12.965, 15.827, 10.096, 9.000
16:20:41.078, 27.028, 0.040, 0.040, 0.088, 0.000, 979, 640, 0, 42, 44, 47, 30, 10.188, 10.188, 10.188, 0.000
