System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
16:07:11.075, 0.000, 0.134, 0.084, 0.090, 0.006, 1018, 797, 0, 40, 42, 46, 30, 10.652, 8.794, 12.500, 7.000
16:07:12.082, 1.008, 0.018, 0.018, 0.072, 0.000, 972, 652, 0, 40, 42, 46, 30, 7.940, 6.188, 9.701, 0.000
16:07:13.080, 2.006, 0.020, 0.020, 0.072, 0.000, 972, 645, 0, 40, 42, 46, 30, 7.895, 6.045, 9.726, 1.000
16:07:14.079, 3.004, 0.136, 0.126, 0.102, 0.010, 1205, 849, 0, 40, 42, 45, 30, 11.890, 12.718, 11.055, 2.000
16:07:15.097, 4.022, 0.098, 0.098, 0.108, 0.000, 1201, 684, 0, 40, 42, 45, 30, 15.633, 19.802, 11.443, 1.000
16:07:16.104, 5.029, 4.428, 3.966, 0.352, 0.060, 1573, 2023, 0, 40, 42, 45, 30, 24.716, 21.717, 27.708, 24.000
16:07:17.169, 6.095, 0.078, 0.078, 0.104, 0.000, 1053, 639, 0, 40, 42, 45, 30, 23.104, 27.791, 18.440, 40.000
16:07:18.170, 7.096, 0.094, 0.094, 0.116, 0.000, 995, 657, 0, 40, 43, 47, 30, 19.870, 30.052, 9.635, 0.000
16:07:19.122, 8.047, 0.102, 0.102, 0.114, 0.000, 1023, 652, 0, 40, 43, 47, 30, 20.651, 32.080, 9.250, 9.000
16:07:20.137, 9.062, 0.072, 0.072, 0.112, 0.000, 984, 639, 0, 40, 43, 47, 30, 19.371, 27.136, 11.587, 1.000
16:07:21.135, 10.060, 0.134, 0.128, 0.124, 0.006, 1062, 827, 0, 40, 43, 47, 30, 20.398, 31.762, 8.978, 1.000
16:07:22.155, 11.080, 0.062, 0.062, 0.096, 0.000, 994, 645, 0, 41, 43, 45, 30, 14.750, 20.551, 8.978, 0.000
16:07:23.163, 12.088, 0.072, 0.072, 0.100, 0.000, 995, 749, 0, 41, 43, 45, 30, 17.115, 23.961, 10.269, 1.000
16:07:24.149, 13.074, 0.118, 0.118, 0.100, 0.000, 994, 709, 0, 41, 43, 45, 30, 16.518, 23.155, 9.898, 1.000
16:07:25.135, 14.060, 0.114, 0.114, 0.106, 0.000, 1073, 672, 0, 41, 43, 45, 30, 17.588, 24.685, 10.526, 5.000
16:07:26.159, 15.084, 0.092, 0.086, 0.102, 0.006, 1007, 901, 0, 40, 42, 45, 30, 15.770, 22.750, 8.772, 1.000
16:07:27.160, 16.085, 0.080, 0.080, 0.100, 0.000, 1031, 660, 0, 40, 42, 45, 30, 15.770, 22.693, 8.794, 0.000
16:07:28.135, 17.060, 0.134, 0.084, 0.104, 0.000, 1035, 683, 0, 40, 42, 45, 30, 17.143, 24.876, 9.429, 1.000
16:07:29.149, 18.074, 0.134, 0.076, 0.100, 0.000, 990, 729, 0, 40, 42, 45, 30, 17.669, 26.131, 9.250, 2.000
16:07:30.152, 19.078, 0.064, 0.064, 0.094, 0.000, 980, 645, 0, 41, 43, 46, 30, 15.539, 22.195, 8.816, 0.000
16:07:31.102, 20.027, 0.088, 0.082, 0.110, 0.006, 1007, 651, 0, 41, 43, 46, 30, 17.085, 25.441, 8.772, 1.000
16:07:32.132, 21.057, 0.058, 0.058, 0.094, 0.000, 984, 651, 0, 41, 43, 46, 30, 15.038, 20.500, 9.548, 2.000
16:07:33.097, 22.022, 0.936, 0.910, 0.152, 0.026, 1095, 1422, 0, 41, 43, 46, 30, 14.604, 13.682, 15.517, 14.000
16:07:34.110, 23.035, 0.298, 0.280, 0.148, 0.018, 1587, 856, 0, 40, 44, 48, 30, 20.000, 25.990, 13.965, 19.000
16:07:35.090, 24.015, 0.160, 0.158, 0.110, 0.002, 1449, 711, 0, 40, 44, 48, 30, 17.172, 23.350, 11.055, 11.000
16:07:36.099, 25.025, 0.174, 0.166, 0.108, 0.008, 1414, 755, 0, 40, 44, 48, 30, 17.370, 19.802, 14.925, 13.000
16:07:37.087, 26.012, 0.158, 0.152, 0.102, 0.006, 1336, 819, 0, 40, 44, 48, 30, 14.322, 14.937, 13.706, 6.000
