System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
18:11:37.520, 0.000, 0.454, 0.440, 0.108, 0.014, 1325, 1035, 0, 39, 41, 44, 30, 15.465, 17.848, 13.089, 6.000
18:11:38.522, 1.002, 0.134, 0.022, 0.074, 0.000, 972, 644, 0, 39, 41, 44, 30, 9.215, 8.229, 10.199, 4.000
18:11:39.520, 2.000, 0.134, 0.024, 0.074, 0.000, 972, 651, 0, 39, 41, 44, 30, 8.020, 6.500, 9.548, 1.000
18:11:40.512, 2.992, 0.134, 0.058, 0.088, 0.006, 991, 879, 0, 39, 41, 44, 30, 8.690, 7.557, 9.824, 1.000
18:11:41.526, 4.006, 0.662, 0.462, 0.286, 0.200, 1530, 1071, 0, 40, 41, 45, 30, 21.697, 27.251, 16.184, 33.000
18:11:42.548, 5.028, 0.180, 0.162, 0.108, 0.018, 1148, 794, 0, 40, 41, 45, 30, 20.352, 24.311, 16.373, 33.000
18:11:43.576, 6.055, 0.210, 0.192, 0.128, 0.018, 1180, 811, 0, 40, 41, 45, 30, 34.286, 43.035, 25.558, 18.000
18:11:44.592, 7.071, 0.114, 0.112, 0.116, 0.002, 1073, 866, 0, 40, 41, 45, 30, 20.252, 28.212, 12.312, 5.000
18:11:45.552, 8.032, 0.082, 0.080, 0.100, 0.002, 1026, 670, 0, 38, 40, 42, 30, 16.729, 23.632, 9.774, 2.000
18:11:46.579, 9.058, 0.084, 0.084, 0.104, 0.000, 1087, 645, 0, 38, 40, 42, 30, 15.385, 21.662, 9.091, 0.000
18:11:47.586, 10.065, 0.082, 0.082, 0.106, 0.000, 1019, 646, 0, 38, 40, 42, 30, 16.522, 23.881, 9.181, 5.000
18:11:48.565, 11.044, 0.462, 0.434, 0.148, 0.028, 1118, 1205, 0, 38, 40, 42, 30, 18.546, 24.372, 12.750, 16.000
18:11:49.585, 12.065, 0.076, 0.076, 0.104, 0.000, 1023, 655, 0, 39, 40, 42, 30, 16.105, 22.195, 10.000, 9.000
18:11:50.586, 13.066, 0.088, 0.082, 0.116, 0.006, 1002, 642, 0, 39, 40, 42, 30, 17.189, 25.564, 8.794, 1.000
18:11:51.555, 14.035, 0.074, 0.074, 0.102, 0.000, 992, 657, 0, 39, 40, 42, 30, 16.478, 23.678, 9.296, 16.000
18:11:52.591, 15.071, 0.086, 0.086, 0.102, 0.000, 1033, 660, 0, 39, 40, 42, 30, 17.168, 25.815, 8.521, 1.000
18:11:53.606, 16.085, 0.342, 0.318, 0.154, 0.024, 1091, 1248, 0, 39, 41, 43, 30, 18.564, 26.303, 10.864, 14.000
18:11:54.591, 17.071, 0.072, 0.072, 0.100, 0.000, 989, 654, 0, 39, 41, 43, 30, 17.082, 25.124, 9.000, 0.000
18:11:55.596, 18.076, 0.134, 0.074, 0.102, 0.000, 1000, 642, 0, 39, 41, 43, 30, 16.337, 23.573, 9.136, 0.000
18:11:56.582, 19.061, 0.090, 0.090, 0.104, 0.000, 1108, 670, 0, 39, 41, 43, 30, 16.499, 24.121, 8.838, 4.000
18:11:57.601, 20.081, 0.134, 0.074, 0.102, 0.000, 989, 640, 0, 38, 40, 42, 30, 15.558, 22.556, 8.543, 0.000
18:11:58.560, 21.040, 0.938, 0.858, 0.186, 0.056, 1191, 1643, 0, 38, 40, 42, 30, 18.579, 23.441, 13.716, 14.000
18:11:59.562, 22.041, 0.226, 0.206, 0.120, 0.020, 1388, 864, 0, 38, 40, 42, 30, 15.031, 17.662, 12.407, 3.000
18:12:00.516, 22.996, 0.930, 0.830, 0.238, 0.100, 1694, 1366, 0, 38, 40, 42, 30, 19.899, 23.291, 16.497, 29.000
18:12:01.528, 24.007, 0.506, 0.448, 0.180, 0.058, 1473, 1128, 0, 39, 41, 43, 30, 23.067, 26.434, 19.701, 35.000
18:12:02.531, 25.011, 0.042, 0.040, 0.088, 0.002, 1014, 641, 0, 39, 41, 43, 30, 10.902, 11.779, 10.025, 2.000
18:12:03.518, 25.997, 0.184, 0.174, 0.122, 0.010, 1077, 899, 0, 39, 41, 43, 30, 11.794, 12.563, 11.028, 9.000
