System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
17:32:14.837, 0.000, 0.670, 0.644, 0.128, 0.012, 1499, 1015, 0, 38, 40, 47, 30, 12.561, 12.745, 12.377, 7.000
17:32:15.595, 0.758, 0.194, 0.194, 0.122, 0.000, 1768, 719, 0, 38, 40, 47, 30, 13.973, 18.456, 9.459, 0.000
17:32:16.590, 1.753, 0.024, 0.024, 0.074, 0.000, 972, 637, 0, 38, 40, 47, 30, 9.102, 8.000, 10.199, 0.000
17:32:17.632, 2.795, 0.062, 0.056, 0.086, 0.006, 1015, 909, 0, 37, 42, 56, 30, 10.312, 11.271, 9.353, 3.000
17:32:18.597, 3.760, 0.134, 0.026, 0.076, 0.000, 972, 644, 0, 37, 42, 56, 30, 8.605, 7.572, 9.635, 0.000
17:32:19.565, 4.728, 0.456, 0.418, 0.142, 0.038, 1150, 1045, 0, 37, 42, 56, 30, 13.274, 13.636, 12.911, 25.000
17:32:20.647, 5.811, 5.636, 4.216, 0.410, 0.024, 1692, 3144, 0, 37, 42, 56, 30, 33.217, 27.209, 39.252, 16.000
17:32:21.623, 6.786, 0.086, 0.086, 0.098, 0.000, 1032, 692, 0, 40, 45, 51, 30, 20.082, 23.288, 16.894, 4.000
17:32:22.628, 7.791, 0.130, 0.106, 0.120, 0.024, 1041, 784, 0, 40, 45, 51, 30, 16.403, 23.358, 9.466, 9.000
17:32:23.647, 8.810, 0.068, 0.068, 0.100, 0.000, 984, 656, 0, 40, 45, 51, 30, 15.578, 22.306, 8.816, 2.000
17:32:24.634, 9.797, 0.080, 0.080, 0.114, 0.000, 986, 647, 0, 40, 45, 51, 30, 16.833, 25.313, 8.437, 1.000
17:32:25.639, 10.802, 0.062, 0.062, 0.094, 0.000, 975, 652, 0, 37, 41, 49, 30, 15.652, 22.222, 9.000, 12.000
17:32:26.635, 11.798, 0.116, 0.112, 0.108, 0.004, 1039, 834, 0, 37, 41, 49, 30, 16.247, 22.980, 9.548, 1.000
17:32:27.620, 12.783, 0.122, 0.114, 0.114, 0.008, 1001, 1021, 0, 37, 41, 49, 30, 16.646, 24.311, 9.000, 2.000
17:32:28.634, 13.798, 0.134, 0.068, 0.102, 0.000, 983, 638, 0, 37, 41, 49, 30, 14.950, 20.551, 9.320, 7.000
17:32:29.651, 14.814, 0.134, 0.134, 0.106, 0.000, 1093, 748, 0, 37, 41, 50, 30, 16.440, 23.267, 9.630, 1.000
17:32:30.660, 15.823, 0.078, 0.078, 0.106, 0.000, 983, 766, 0, 37, 41, 50, 30, 16.416, 23.618, 9.250, 3.000
17:32:31.648, 16.811, 0.114, 0.108, 0.110, 0.006, 1028, 898, 0, 37, 41, 50, 30, 17.375, 25.750, 9.000, 1.000
17:32:32.586, 17.749, 0.102, 0.094, 0.102, 0.008, 1044, 764, 0, 37, 41, 50, 30, 15.816, 22.637, 8.978, 1.000
17:32:33.637, 18.800, 0.074, 0.074, 0.106, 0.000, 997, 642, 0, 38, 43, 57, 30, 15.511, 21.662, 9.343, 16.000
17:32:34.628, 19.792, 0.064, 0.064, 0.102, 0.000, 975, 649, 0, 38, 43, 57, 30, 16.273, 23.632, 8.933, 1.000
17:32:35.661, 20.824, 0.106, 0.098, 0.110, 0.008, 994, 1071, 0, 38, 43, 57, 30, 16.020, 23.500, 8.521, 2.000
17:32:36.574, 21.737, 0.402, 0.252, 0.136, 0.008, 1019, 803, 0, 38, 43, 57, 30, 18.467, 26.382, 10.553, 2.000
17:32:37.606, 22.770, 0.082, 0.076, 0.096, 0.006, 1100, 779, 0, 38, 42, 53, 30, 13.208, 12.594, 13.819, 21.000
17:32:38.618, 23.781, 0.020, 0.020, 0.072, 0.000, 972, 639, 0, 38, 42, 53, 30, 9.158, 9.630, 8.685, 8.000
17:32:39.597, 24.760, 0.152, 0.146, 0.108, 0.006, 1340, 736, 0, 38, 42, 53, 30, 13.358, 16.000, 10.723, 5.000
17:32:40.584, 25.747, 0.524, 0.480, 0.176, 0.044, 1662, 977, 0, 38, 42, 53, 30, 19.241, 25.316, 13.165, 16.000
17:32:41.585, 26.748, 0.114, 0.114, 0.102, 0.000, 1314, 691, 0, 37, 42, 53, 30, 14.838, 18.250, 11.443, 4.000
