System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
18:09:21.515, 0.000, 0.496, 0.478, 0.098, 0.018, 1027, 1330, 0, 40, 41, 43, 30, 10.559, 8.479, 12.624, 3.000
18:09:22.559, 1.043, 0.082, 0.082, 0.090, 0.000, 1207, 652, 0, 40, 41, 43, 30, 13.785, 16.667, 10.896, 9.000
18:09:23.536, 2.021, 0.030, 0.030, 0.084, 0.000, 988, 651, 0, 40, 41, 43, 30, 9.207, 8.696, 9.719, 1.000
18:09:24.527, 3.012, 0.044, 0.042, 0.086, 0.002, 996, 886, 0, 40, 41, 43, 30, 8.761, 7.232, 10.302, 1.000
18:09:25.524, 4.008, 0.022, 0.022, 0.076, 0.000, 972, 654, 0, 37, 40, 43, 30, 7.683, 6.045, 9.320, 3.000
18:09:26.518, 5.003, 0.164, 0.152, 0.116, 0.012, 1320, 950, 0, 37, 40, 43, 30, 11.765, 13.250, 10.276, 1.000
18:09:27.538, 6.023, 0.790, 0.734, 0.206, 0.056, 1505, 1426, 0, 37, 40, 43, 30, 20.541, 21.235, 19.853, 26.000
18:09:28.548, 7.033, 3.622, 3.168, 0.284, 0.060, 1559, 2305, 0, 37, 40, 43, 30, 29.597, 32.746, 26.448, 17.000
18:09:29.601, 8.086, 0.258, 0.246, 0.138, 0.012, 1188, 801, 0, 39, 41, 42, 30, 18.959, 25.495, 12.407, 14.000
18:09:30.602, 9.086, 0.186, 0.186, 0.116, 0.000, 1110, 898, 0, 39, 41, 42, 30, 19.630, 27.094, 12.129, 4.000
18:09:31.597, 10.081, 0.082, 0.072, 0.106, 0.010, 989, 648, 0, 39, 41, 42, 30, 17.045, 24.747, 9.343, 1.000
18:09:32.583, 11.068, 0.134, 0.092, 0.106, 0.004, 1053, 793, 0, 39, 41, 42, 30, 17.862, 26.700, 9.045, 3.000
18:09:33.613, 12.098, 0.074, 0.074, 0.102, 0.000, 1006, 646, 0, 39, 40, 42, 30, 16.750, 24.311, 9.227, 2.000
18:09:34.576, 13.061, 0.376, 0.336, 0.150, 0.040, 1132, 1089, 0, 39, 40, 42, 30, 18.012, 23.573, 12.438, 9.000
18:09:35.572, 14.056, 0.074, 0.074, 0.104, 0.000, 998, 650, 0, 39, 40, 42, 30, 16.373, 23.174, 9.572, 4.000
18:09:36.586, 15.070, 0.134, 0.080, 0.114, 0.000, 999, 646, 0, 39, 40, 42, 30, 17.897, 27.068, 8.750, 0.000
18:09:37.595, 16.080, 0.102, 0.096, 0.108, 0.006, 1020, 871, 0, 38, 41, 42, 30, 17.037, 24.877, 9.158, 2.000
18:09:38.585, 17.070, 0.078, 0.078, 0.108, 0.000, 988, 643, 0, 38, 41, 42, 30, 16.855, 24.747, 9.023, 2.000
18:09:39.591, 18.076, 0.150, 0.132, 0.120, 0.018, 1085, 896, 0, 38, 41, 42, 30, 16.459, 22.886, 10.000, 10.000
18:09:40.576, 19.060, 0.134, 0.076, 0.100, 0.000, 992, 640, 0, 38, 41, 42, 30, 16.137, 23.664, 8.629, 2.000
18:09:41.571, 20.055, 0.088, 0.088, 0.104, 0.000, 1017, 657, 0, 39, 40, 42, 30, 17.574, 26.173, 8.933, 1.000
18:09:42.573, 21.058, 0.134, 0.118, 0.108, 0.002, 1064, 960, 0, 39, 40, 42, 30, 17.853, 26.750, 8.978, 11.000
18:09:43.568, 22.053, 0.134, 0.078, 0.104, 0.000, 1000, 643, 0, 39, 40, 42, 30, 16.562, 24.561, 8.543, 0.000
18:09:44.561, 23.046, 0.230, 0.218, 0.114, 0.012, 1270, 1032, 0, 39, 40, 42, 30, 18.160, 21.975, 14.390, 16.000
18:09:45.568, 24.053, 0.132, 0.132, 0.096, 0.000, 1065, 795, 0, 37, 40, 42, 30, 12.846, 14.536, 11.139, 2.000
18:09:46.526, 25.010, 0.166, 0.166, 0.112, 0.000, 1665, 658, 0, 37, 40, 42, 30, 15.025, 21.013, 9.068, 1.000
18:09:47.530, 26.015, 0.588, 0.434, 0.254, 0.154, 1515, 1003, 0, 37, 40, 42, 30, 26.349, 31.500, 21.159, 34.000
18:09:48.535, 27.020, 0.134, 0.020, 0.072, 0.000, 972, 645, 0, 37, 40, 42, 30, 10.599, 9.524, 11.663, 4.000
