System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
15:39:25.215, 0.000, 0.126, 0.120, 0.106, 0.006, 1384, 680, 0, 38, 40, 42, 30, 11.907, 14.978, 8.830, 6.000
15:39:26.111, 0.896, 0.126, 0.122, 0.096, 0.004, 1334, 724, 0, 38, 40, 42, 30, 12.912, 12.644, 13.181, 2.000
15:39:27.086, 1.872, 0.158, 0.158, 0.108, 0.000, 1437, 773, 0, 38, 40, 42, 30, 14.646, 16.919, 12.374, 4.000
15:39:28.140, 2.925, 0.044, 0.044, 0.082, 0.000, 975, 647, 0, 38, 40, 42, 30, 12.100, 16.076, 8.095, 2.000
15:39:29.104, 3.890, 0.038, 0.038, 0.082, 0.000, 1016, 651, 0, 38, 40, 42, 30, 10.026, 10.156, 9.896, 7.000
15:39:30.132, 4.917, 2.146, 2.040, 0.284, 0.038, 1666, 1732, 0, 38, 40, 42, 30, 24.049, 23.529, 24.570, 28.000
15:39:31.124, 5.909, 0.402, 0.380, 0.156, 0.022, 1274, 835, 0, 38, 40, 42, 30, 24.775, 28.941, 20.663, 25.000
15:39:32.126, 6.911, 0.162, 0.138, 0.142, 0.024, 1202, 669, 0, 38, 40, 42, 30, 20.247, 30.788, 9.653, 9.000
15:39:33.121, 7.907, 0.126, 0.126, 0.116, 0.000, 981, 706, 0, 38, 40, 42, 30, 22.836, 35.176, 10.526, 7.000
15:39:34.116, 8.901, 0.094, 0.090, 0.122, 0.004, 1014, 701, 0, 38, 40, 43, 30, 18.148, 25.750, 10.526, 3.000
15:39:35.138, 9.924, 0.112, 0.104, 0.116, 0.008, 1002, 815, 0, 38, 40, 43, 30, 17.522, 24.500, 10.526, 3.000
15:39:36.113, 10.899, 0.232, 0.230, 0.112, 0.002, 1167, 1058, 0, 38, 40, 43, 30, 16.646, 21.805, 11.500, 3.000
15:39:37.141, 11.927, 0.242, 0.240, 0.130, 0.002, 1436, 932, 0, 38, 40, 43, 30, 19.660, 27.603, 11.679, 2.000
15:39:38.119, 12.904, 0.328, 0.328, 0.148, 0.000, 1805, 741, 0, 38, 40, 43, 30, 24.076, 35.459, 12.723, 6.000
15:39:39.137, 13.922, 0.130, 0.130, 0.116, 0.000, 1074, 756, 0, 38, 40, 43, 30, 19.095, 27.136, 11.055, 2.000
15:39:40.141, 14.927, 0.158, 0.144, 0.114, 0.014, 1052, 1053, 0, 38, 40, 43, 30, 16.791, 22.637, 10.945, 2.000
15:39:41.112, 15.898, 0.176, 0.164, 0.124, 0.012, 1081, 894, 0, 38, 40, 43, 30, 17.506, 23.990, 11.055, 4.000
15:39:42.124, 16.909, 0.118, 0.112, 0.110, 0.006, 1043, 761, 0, 39, 41, 43, 30, 16.101, 20.802, 11.364, 4.000
15:39:43.117, 17.902, 0.116, 0.116, 0.106, 0.000, 1012, 889, 0, 39, 41, 43, 30, 15.901, 21.197, 10.644, 2.000
15:39:44.120, 18.905, 0.134, 0.124, 0.106, 0.000, 1025, 805, 0, 39, 41, 43, 30, 16.917, 23.058, 10.777, 2.000
15:39:45.115, 19.900, 0.168, 0.158, 0.146, 0.010, 1075, 882, 0, 39, 41, 43, 30, 18.781, 26.551, 10.973, 2.000
15:39:46.123, 20.909, 0.100, 0.092, 0.134, 0.008, 1039, 647, 0, 38, 40, 42, 30, 19.255, 26.617, 11.911, 27.000
15:39:47.119, 21.904, 0.068, 0.068, 0.120, 0.000, 972, 636, 0, 38, 40, 42, 30, 20.643, 30.123, 11.139, 24.000
15:39:48.097, 22.882, 0.108, 0.106, 0.136, 0.002, 1003, 691, 0, 38, 40, 42, 30, 17.926, 25.897, 9.974, 6.000
15:39:49.094, 23.879, 0.068, 0.062, 0.116, 0.006, 972, 640, 0, 38, 40, 42, 30, 14.035, 18.250, 9.799, 2.000
15:39:50.080, 24.866, 0.134, 0.102, 0.122, 0.008, 1138, 657, 0, 40, 41, 43, 30, 13.534, 17.085, 10.000, 1.000
15:39:51.126, 25.911, 0.134, 0.134, 0.110, 0.000, 1457, 708, 0, 40, 41, 43, 30, 15.840, 17.391, 14.286, 12.000
